part3,part2b,part2t,part1,scope,language_type,ref_name,comment,print_name,inverted_name,m_id
wro,,,,Individual,Extinct language,Worrorra,,Worrorra,Worrorra,
wrp,,,,Individual,Living language,Waropen,,Waropen,Waropen,
wrr,,,,Individual,Living language,Wardaman,,Wardaman,Wardaman,
wrs,,,,Individual,Living language,Waris,,Waris,Waris,
wru,,,,Individual,Living language,Waru,,Waru,Waru,
wrv,,,,Individual,Living language,Waruna,,Waruna,Waruna,
wrw,,,,Individual,Extinct language,Gugu Warra,,Gugu Warra,Gugu Warra,
wrx,,,,Individual,Living language,Wae Rana,,Wae Rana,Wae Rana,
wry,,,,Individual,Living language,Merwari,,Merwari,Merwari,mwr
wrz,,,,Individual,Extinct language,Waray (Australia),,Waray (Australia),Waray (Australia),
wsa,,,,Individual,Living language,Warembori,,Warembori,Warembori,
wsg,,,,Individual,Living language,Adilabad Gondi,,Adilabad Gondi,"Gondi, Adilabad",gon
wsi,,,,Individual,Living language,Wusi,,Wusi,Wusi,
wsk,,,,Individual,Living language,Waskia,,Waskia,Waskia,
wsr,,,,Individual,Living language,Owenia,,Owenia,Owenia,
wss,,,,Individual,Living language,Wasa,,Wasa,Wasa,
wsu,,,,Individual,Extinct language,Wasu,,Wasu,Wasu,
wsv,,,,Individual,Extinct language,Wotapuri-Katarqalai,,Wotapuri-Katarqalai,Wotapuri-Katarqalai,
wtb,,,,Individual,Living language,Matambwe,,Matambwe,Matambwe,
wtf,,,,Individual,Living language,Watiwa,,Watiwa,Watiwa,
wth,,,,Individual,Extinct language,Wathawurrung,,Wathawurrung,Wathawurrung,
wti,,,,Individual,Living language,Berta,,Berta,Berta,
wtk,,,,Individual,Living language,Watakataui,,Watakataui,Watakataui,
wtm,,,,Individual,Living language,Mewati,,Mewati,Mewati,
wtw,,,,Individual,Living language,Wotu,,Wotu,Wotu,
wua,,,,Individual,Living language,Wikngenchera,,Wikngenchera,Wikngenchera,
wub,,,,Individual,Living language,Wunambal,,Wunambal,Wunambal,
wud,,,,Individual,Living language,Wudu,,Wudu,Wudu,
wuh,,,,Individual,Living language,Wutunhua,,Wutunhua,Wutunhua,
wul,,,,Individual,Living language,Silimo,,Silimo,Silimo,
wum,,,,Individual,Living language,Wumbvu,,Wumbvu,Wumbvu,
wun,,,,Individual,Living language,Bungu,,Bungu,Bungu,
wur,,,,Individual,Extinct language,Wurrugu,,Wurrugu,Wurrugu,
wut,,,,Individual,Living language,Wutung,,Wutung,Wutung,
wuu,,,,Individual,Living language,Wu Chinese,,Wu Chinese,"Chinese, Wu",zho
wuv,,,,Individual,Living language,Wuvulu-Aua,,Wuvulu-Aua,Wuvulu-Aua,
wux,,,,Individual,Living language,Wulna,,Wulna,Wulna,
wuy,,,,Individual,Living language,Wauyai,,Wauyai,Wauyai,
wwa,,,,Individual,Living language,Waama,,Waama,Waama,
wwb,,,,Individual,Extinct language,Wakabunga,,Wakabunga,Wakabunga,
wwo,,,,Individual,Living language,Wetamut,,Dorig,Dorig,
wwo,,,,Individual,Living language,Wetamut,,Wetamut,Wetamut,
wwr,,,,Individual,Extinct language,Warrwa,,Warrwa,Warrwa,
www,,,,Individual,Living language,Wawa,,Wawa,Wawa,
wxa,,,,Individual,Living language,Waxianghua,,Waxianghua,Waxianghua,
wxw,,,,Individual,Extinct language,Wardandi,,Wardandi,Wardandi,
wyb,,,,Individual,Living language,Wangaaybuwan-Ngiyambaa,,Wangaaybuwan-Ngiyambaa,Wangaaybuwan-Ngiyambaa,
wyi,,,,Individual,Extinct language,Woiwurrung,,Woiwurrung,Woiwurrung,
wym,,,,Individual,Living language,Wymysorys,,Wymysorys,Wymysorys,
wyn,,,,Individual,Living language,Wyandot,,Wyandot,Wyandot,
wyr,,,,Individual,Living language,Wayoró,,Wayoró,Wayoró,
wyy,,,,Individual,Living language,Western Fijian,,Western Fijian,"Fijian, Western",
xaa,,,,Individual,Historical language,Andalusian Arabic,,Andalusian Arabic,"Arabic, Andalusian",
xab,,,,Individual,Living language,Sambe,,Sambe,Sambe,
xac,,,,Individual,Living language,Kachari,,Kachari,Kachari,
xad,,,,Individual,Extinct language,Adai,,Adai,Adai,
xae,,,,Individual,Historical language,Aequian,,Aequian,Aequian,
xag,,,,Individual,Historical language,Aghwan,,Aghwan,Aghwan,
xai,,,,Individual,Extinct language,Kaimbé,,Kaimbé,Kaimbé,
xaj,,,,Individual,Extinct language,Ararandewára,,Ararandewára,Ararandewára,
xak,,,,Individual,Extinct language,Máku,,Máku,Máku,
xal,xal,xal,,Individual,Living language,Kalmyk,,Kalmyk,Kalmyk,
xal,xal,xal,,Individual,Living language,Kalmyk,,Oirat,Oirat,
xam,,,,Individual,Extinct language,ǀXam,,ǀXam,ǀXam,
xan,,,,Individual,Living language,Xamtanga,,Xamtanga,Xamtanga,
xao,,,,Individual,Living language,Khao,,Khao,Khao,
xap,,,,Individual,Extinct language,Apalachee,,Apalachee,Apalachee,
xaq,,,,Individual,Historical language,Aquitanian,,Aquitanian,Aquitanian,
xar,,,,Individual,Extinct language,Karami,,Karami,Karami,
xas,,,,Individual,Extinct language,Kamas,,Kamas,Kamas,
xat,,,,Individual,Living language,Katawixi,,Katawixi,Katawixi,
xau,,,,Individual,Living language,Kauwera,,Kauwera,Kauwera,
xav,,,,Individual,Living language,Xavánte,,Xavánte,Xavánte,
xaw,,,,Individual,Living language,Kawaiisu,,Kawaiisu,Kawaiisu,
xay,,,,Individual,Living language,Kayan Mahakam,,Kayan Mahakam,Kayan Mahakam,
xbb,,,,Individual,Extinct language,Lower Burdekin,,Lower Burdekin,"Burdekin, Lower",
xbc,,,,Individual,Historical language,Bactrian,,Bactrian,Bactrian,
xbd,,,,Individual,Extinct language,Bindal,,Bindal,Bindal,
xbe,,,,Individual,Extinct language,Bigambal,,Bigambal,Bigambal,
xbg,,,,Individual,Extinct language,Bunganditj,,Bunganditj,Bunganditj,
xbi,,,,Individual,Living language,Kombio,,Kombio,Kombio,
xbj,,,,Individual,Extinct language,Birrpayi,,Birrpayi,Birrpayi,
xbm,,,,Individual,Historical language,Middle Breton,,Middle Breton,"Breton, Middle",
xbn,,,,Individual,Extinct language,Kenaboi,,Kenaboi,Kenaboi,
xbo,,,,Individual,Historical language,Bolgarian,,Bolgarian,Bolgarian,
xbp,,,,Individual,Extinct language,Bibbulman,,Bibbulman,Bibbulman,
xbr,,,,Individual,Living language,Kambera,,Kambera,Kambera,
xbw,,,,Individual,Extinct language,Kambiwá,,Kambiwá,Kambiwá,
xby,,,,Individual,Living language,Batjala,,Batjala,Batjala,
xby,,,,Individual,Living language,Batjala,,Batyala,Batyala,
xcb,,,,Individual,Historical language,Cumbric,,Cumbric,Cumbric,
xcc,,,,Individual,Historical language,Camunic,,Camunic,Camunic,
xce,,,,Individual,Historical language,Celtiberian,,Celtiberian,Celtiberian,
xcg,,,,Individual,Historical language,Cisalpine Gaulish,,Cisalpine Gaulish,"Gaulish, Cisalpine",
xch,,,,Individual,Extinct language,Chemakum,,Chemakum,Chemakum,
xch,,,,Individual,Extinct language,Chemakum,,Chimakum,Chimakum,
xcl,,,,Individual,Historical language,Classical Armenian,,Classical Armenian,"Armenian, Classical",
xcm,,,,Individual,Extinct language,Comecrudo,,Comecrudo,Comecrudo,
xcn,,,,Individual,Extinct language,Cotoname,,Cotoname,Cotoname,
xco,,,,Individual,Historical language,Chorasmian,,Chorasmian,Chorasmian,
xcr,,,,Individual,Historical language,Carian,,Carian,Carian,
xct,,,,Individual,Historical language,Classical Tibetan,,Classical Tibetan,"Tibetan, Classical",
xcu,,,,Individual,Historical language,Curonian,,Curonian,Curonian,
xcv,,,,Individual,Extinct language,Chuvantsy,,Chuvantsy,Chuvantsy,
xcw,,,,Individual,Extinct language,Coahuilteco,,Coahuilteco,Coahuilteco,
xcy,,,,Individual,Extinct language,Cayuse,,Cayuse,Cayuse,
xda,,,,Individual,Living language,Darkinyung,,Darkinyung,Darkinyung,
xdc,,,,Individual,Historical language,Dacian,,Dacian,Dacian,
xdk,,,,Individual,Extinct language,Dharuk,,Dharuk,Dharuk,
xdm,,,,Individual,Historical language,Edomite,,Edomite,Edomite,
xdo,,,,Individual,Living language,Kwandu,,Kwandu,Kwandu,
xdq,,,,Individual,Living language,Kaitag,,Kaitag,Kaitag,
xdy,,,,Individual,Living language,Malayic Dayak,,Malayic Dayak,"Dayak, Malayic",
xeb,,,,Individual,Historical language,Eblan,,Eblan,Eblan,
xed,,,,Individual,Living language,Hdi,,Hdi,Hdi,
xeg,,,,Individual,Extinct language,ǁXegwi,,ǁXegwi,ǁXegwi,
xel,,,,Individual,Living language,Kelo,,Kelo,Kelo,
xem,,,,Individual,Living language,Kembayan,,Kembayan,Kembayan,
xep,,,,Individual,Historical language,Epi-Olmec,,Epi-Olmec,Epi-Olmec,
xer,,,,Individual,Living language,Xerénte,,Xerénte,Xerénte,
xes,,,,Individual,Living language,Kesawai,,Kesawai,Kesawai,
xet,,,,Individual,Living language,Xetá,,Xetá,Xetá,
xeu,,,,Individual,Living language,Keoru-Ahia,,Keoru-Ahia,Keoru-Ahia,
xfa,,,,Individual,Historical language,Faliscan,,Faliscan,Faliscan,
xga,,,,Individual,Historical language,Galatian,,Galatian,Galatian,
xgb,,,,Individual,Extinct language,Gbin,,Gbin,Gbin,
xgd,,,,Individual,Extinct language,Gudang,,Gudang,Gudang,
xgf,,,,Individual,Extinct language,Gabrielino-Fernandeño,,Gabrielino-Fernandeño,Gabrielino-Fernandeño,
xgg,,,,Individual,Extinct language,Goreng,,Goreng,Goreng,
xgi,,,,Individual,Extinct language,Garingbal,,Garingbal,Garingbal,
xgl,,,,Individual,Historical language,Galindan,,Galindan,Galindan,
xgm,,,,Individual,Extinct language,Dharumbal,,Dharumbal,Dharumbal,
xgm,,,,Individual,Extinct language,Dharumbal,,Guwinmal,Guwinmal,
xgr,,,,Individual,Extinct language,Garza,,Garza,Garza,
xgu,,,,Individual,Living language,Unggumi,,Unggumi,Unggumi,
xgw,,,,Individual,Extinct language,Guwa,,Guwa,Guwa,
xha,,,,Individual,Historical language,Harami,,Harami,Harami,
xhc,,,,Individual,Historical language,Hunnic,,Hunnic,Hunnic,
xhd,,,,Individual,Historical language,Hadrami,,Hadrami,Hadrami,
xhe,,,,Individual,Living language,Khetrani,,Khetrani,Khetrani,lah
xhm,,,,Individual,Historical language,Middle Khmer (1400 to 1850 CE),,Middle Khmer (1400 to 1850 CE),"Khmer, Middle (1400 to 1850 CE)",
xho,xho,xho,xh,Individual,Living language,Xhosa,,Xhosa,Xhosa,
xhr,,,,Individual,Historical language,Hernican,,Hernican,Hernican,
xht,,,,Individual,Historical language,Hattic,,Hattic,Hattic,
xhu,,,,Individual,Historical language,Hurrian,,Hurrian,Hurrian,
xhv,,,,Individual,Living language,Khua,,Khua,Khua,
xib,,,,Individual,Historical language,Iberian,,Iberian,Iberian,
xii,,,,Individual,Living language,Xiri,,Xiri,Xiri,
xil,,,,Individual,Historical language,Illyrian,,Illyrian,Illyrian,
xin,,,,Individual,Extinct language,Xinca,,Xinca,Xinca,
xir,,,,Individual,Extinct language,Xiriâna,,Xiriâna,Xiriâna,
xis,,,,Individual,Living language,Kisan,,Kisan,Kisan,
xiv,,,,Individual,Historical language,Indus Valley Language,,Indus Valley Language,Indus Valley Language,
xiy,,,,Individual,Living language,Xipaya,,Xipaya,Xipaya,
xjb,,,,Individual,Extinct language,Minjungbal,,Minjungbal,Minjungbal,
xjt,,,,Individual,Extinct language,Jaitmatang,,Jaitmatang,Jaitmatang,
xka,,,,Individual,Living language,Kalkoti,,Kalkoti,Kalkoti,
xkb,,,,Individual,Living language,Northern Nago,,Northern Nago,"Nago, Northern",
xkc,,,,Individual,Living language,Kho'ini,,Kho'ini,Kho'ini,
xkd,,,,Individual,Living language,Mendalam Kayan,,Mendalam Kayan,"Kayan, Mendalam",
xke,,,,Individual,Living language,Kereho,,Kereho,Kereho,
xkf,,,,Individual,Living language,Khengkha,,Khengkha,Khengkha,
xkg,,,,Individual,Living language,Kagoro,,Kagoro,Kagoro,
xki,,,,Individual,Living language,Kenyan Sign Language,,Kenyan Sign Language,Kenyan Sign Language,
xkj,,,,Individual,Living language,Kajali,,Kajali,Kajali,
xkk,,,,Individual,Living language,Kachok,,Kachok,Kachok,
xkk,,,,Individual,Living language,Kachok,,Kaco',Kaco',
xkl,,,,Individual,Living language,Mainstream Kenyah,,Mainstream Kenyah,Mainstream Kenyah,
xkn,,,,Individual,Living language,Kayan River Kayan,,Kayan River Kayan,"Kayan, Kayan River",
xko,,,,Individual,Living language,Kiorr,,Kiorr,Kiorr,
xkp,,,,Individual,Living language,Kabatei,,Kabatei,Kabatei,
xkq,,,,Individual,Living language,Koroni,,Koroni,Koroni,
xkr,,,,Individual,Extinct language,Xakriabá,,Xakriabá,Xakriabá,
xks,,,,Individual,Living language,Kumbewaha,,Kumbewaha,Kumbewaha,
xkt,,,,Individual,Living language,Kantosi,,Kantosi,Kantosi,
xku,,,,Individual,Living language,Kaamba,,Kaamba,Kaamba,
xkv,,,,Individual,Living language,Kgalagadi,,Kgalagadi,Kgalagadi,
xkw,,,,Individual,Living language,Kembra,,Kembra,Kembra,
xkx,,,,Individual,Living language,Karore,,Karore,Karore,
xky,,,,Individual,Living language,Uma' Lasan,,Uma' Lasan,Uma' Lasan,
xkz,,,,Individual,Living language,Kurtokha,,Kurtokha,Kurtokha,
xla,,,,Individual,Living language,Kamula,,Kamula,Kamula,
xlb,,,,Individual,Extinct language,Loup B,,Loup B,Loup B,
xlc,,,,Individual,Historical language,Lycian,,Lycian,Lycian,
xld,,,,Individual,Historical language,Lydian,,Lydian,Lydian,
xle,,,,Individual,Historical language,Lemnian,,Lemnian,Lemnian,
xlg,,,,Individual,Historical language,Ligurian (Ancient),,Ligurian (Ancient),Ligurian (Ancient),
xli,,,,Individual,Historical language,Liburnian,,Liburnian,Liburnian,
xln,,,,Individual,Historical language,Alanic,,Alanic,Alanic,
xlo,,,,Individual,Extinct language,Loup A,,Loup A,Loup A,
xlp,,,,Individual,Historical language,Lepontic,,Lepontic,Lepontic,
xls,,,,Individual,Historical language,Lusitanian,,Lusitanian,Lusitanian,
xlu,,,,Individual,Historical language,Cuneiform Luwian,,Cuneiform Luwian,"Luwian, Cuneiform",
xly,,,,Individual,Historical language,Elymian,,Elymian,Elymian,
xma,,,,Individual,Living language,Mushungulu,,Mushungulu,Mushungulu,
xmb,,,,Individual,Living language,Mbonga,,Mbonga,Mbonga,
xmc,,,,Individual,Living language,Makhuwa-Marrevone,,Makhuwa-Marrevone,Makhuwa-Marrevone,
xmd,,,,Individual,Living language,Mbudum,,Mbudum,Mbudum,
xme,,,,Individual,Historical language,Median,,Median,Median,
xmf,,,,Individual,Living language,Mingrelian,,Mingrelian,Mingrelian,
xmg,,,,Individual,Living language,Mengaka,,Mengaka,Mengaka,
xmh,,,,Individual,Living language,Kugu-Muminh,,Kugu-Muminh,Kugu-Muminh,
xmj,,,,Individual,Living language,Majera,,Majera,Majera,
xmk,,,,Individual,Historical language,Ancient Macedonian,,Ancient Macedonian,"Macedonian, Ancient",
xml,,,,Individual,Living language,Malaysian Sign Language,,Malaysian Sign Language,Malaysian Sign Language,
xmm,,,,Individual,Living language,Manado Malay,,Manado Malay,"Malay, Manado",msa
xmn,,,,Individual,Historical language,Manichaean Middle Persian,,Manichaean Middle Persian,"Persian, Manichaean Middle",
xmo,,,,Individual,Living language,Morerebi,,Morerebi,Morerebi,
xmp,,,,Individual,Extinct language,Kuku-Mu'inh,,Kuku-Mu'inh,Kuku-Mu'inh,
xmq,,,,Individual,Extinct language,Kuku-Mangk,,Kuku-Mangk,Kuku-Mangk,
xmr,,,,Individual,Historical language,Meroitic,,Meroitic,Meroitic,
xms,,,,Individual,Living language,Moroccan Sign Language,,Moroccan Sign Language,Moroccan Sign Language,
xmt,,,,Individual,Living language,Matbat,,Matbat,Matbat,
xmu,,,,Individual,Extinct language,Kamu,,Kamu,Kamu,
xmv,,,,Individual,Living language,Antankarana Malagasy,,Antankarana Malagasy,"Malagasy, Antankarana",mlg
xmv,,,,Individual,Living language,Antankarana Malagasy,,Tankarana Malagasy,"Malagasy, Tankarana",mlg
xmw,,,,Individual,Living language,Tsimihety Malagasy,,Tsimihety Malagasy,"Malagasy, Tsimihety",mlg
xmx,,,,Individual,Living language,Salawati,,Maden,Maden,
xmx,,,,Individual,Living language,Salawati,,Salawati,Salawati,
xmy,,,,Individual,Living language,Mayaguduna,,Mayaguduna,Mayaguduna,
xmz,,,,Individual,Living language,Mori Bawah,,Mori Bawah,Mori Bawah,
xna,,,,Individual,Historical language,Ancient North Arabian,,Ancient North Arabian,"North Arabian, Ancient",
xnb,,,,Individual,Living language,Kanakanabu,,Kanakanabu,Kanakanabu,
xng,,,,Individual,Historical language,Middle Mongolian,,Middle Mongolian,"Mongolian, Middle",
xnh,,,,Individual,Living language,Kuanhua,,Kuanhua,Kuanhua,
xni,,,,Individual,Extinct language,Ngarigu,,Ngarigu,Ngarigu,
xnj,,,,Individual,Living language,Ngoni (Tanzania),,Ngoni (Tanzania),Ngoni (Tanzania),
xnk,,,,Individual,Extinct language,Nganakarti,,Nganakarti,Nganakarti,
xnm,,,,Individual,Extinct language,Ngumbarl,,Ngumbarl,Ngumbarl,
xnn,,,,Individual,Living language,Northern Kankanay,,Northern Kankanay,"Kankanay, Northern",
xno,,,,Individual,Historical language,Anglo-Norman,,Anglo-Norman,Anglo-Norman,
xnq,,,,Individual,Living language,Ngoni (Mozambique),,Ngoni (Mozambique),Ngoni (Mozambique),
xnr,,,,Individual,Living language,Kangri,,Kangri,Kangri,doi
xns,,,,Individual,Living language,Kanashi,,Kanashi,Kanashi,
xnt,,,,Individual,Extinct language,Narragansett,,Narragansett,Narragansett,
xnu,,,,Individual,Extinct language,Nukunul,,Nukunul,Nukunul,
xny,,,,Individual,Living language,Nyiyaparli,,Nyiyaparli,Nyiyaparli,
xnz,,,,Individual,Living language,Kenzi,,Kenzi,Kenzi,
xnz,,,,Individual,Living language,Kenzi,,Mattoki,Mattoki,
xoc,,,,Individual,Extinct language,O'chi'chi',,O'chi'chi',O'chi'chi',
xod,,,,Individual,Living language,Kokoda,,Kokoda,Kokoda,
xog,,,,Individual,Living language,Soga,,Soga,Soga,
xoi,,,,Individual,Living language,Kominimung,,Kominimung,Kominimung,
xok,,,,Individual,Living language,Xokleng,,Xokleng,Xokleng,
xom,,,,Individual,Living language,Komo (Sudan),,Komo (Sudan),Komo (Sudan),
xon,,,,Individual,Living language,Konkomba,,Konkomba,Konkomba,
xoo,,,,Individual,Extinct language,Xukurú,,Xukurú,Xukurú,
xop,,,,Individual,Living language,Kopar,,Kopar,Kopar,
xor,,,,Individual,Living language,Korubo,,Korubo,Korubo,
xow,,,,Individual,Living language,Kowaki,,Kowaki,Kowaki,
xpa,,,,Individual,Extinct language,Pirriya,,Pirriya,Pirriya,
xpb,,,,Individual,Extinct language,Northeastern Tasmanian,,Northeastern Tasmanian,"Tasmanian, Northeastern",
xpb,,,,Individual,Extinct language,Northeastern Tasmanian,,Pyemmairrener,Pyemmairrener,
xpc,,,,Individual,Historical language,Pecheneg,,Pecheneg,Pecheneg,
xpd,,,,Individual,Extinct language,Oyster Bay Tasmanian,,Oyster Bay Tasmanian,"Tasmanian, Oyster Bay",
xpe,,,,Individual,Living language,Liberia Kpelle,,Liberia Kpelle,"Kpelle, Liberia",kpe
xpf,,,,Individual,Extinct language,Southeast Tasmanian,,Nuenonne,Nuenonne,
xpf,,,,Individual,Extinct language,Southeast Tasmanian,,Southeast Tasmanian,"Tasmanian, Southeast",
xpg,,,,Individual,Historical language,Phrygian,,Phrygian,Phrygian,
xph,,,,Individual,Extinct language,North Midlands Tasmanian,,North Midlands Tasmanian,"Tasmanian, North Midlands",
xph,,,,Individual,Extinct language,North Midlands Tasmanian,,Tyerrenoterpanner,Tyerrenoterpanner,
xpi,,,,Individual,Historical language,Pictish,,Pictish,Pictish,
xpj,,,,Individual,Extinct language,Mpalitjanh,,Mpalitjanh,Mpalitjanh,
xpk,,,,Individual,Living language,Kulina Pano,,Kulina Pano,"Pano, Kulina",
xpl,,,,Individual,Extinct language,Port Sorell Tasmanian,,Port Sorell Tasmanian,"Tasmanian, Port Sorell",
xpm,,,,Individual,Extinct language,Pumpokol,,Pumpokol,Pumpokol,
xpn,,,,Individual,Extinct language,Kapinawá,,Kapinawá,Kapinawá,
xpo,,,,Individual,Extinct language,Pochutec,,Pochutec,Pochutec,
xpp,,,,Individual,Historical language,Puyo-Paekche,,Puyo-Paekche,Puyo-Paekche,
xpq,,,,Individual,Extinct language,Mohegan-Pequot,,Mohegan-Pequot,Mohegan-Pequot,
xpr,,,,Individual,Historical language,Parthian,,Parthian,Parthian,
xps,,,,Individual,Historical language,Pisidian,,Pisidian,Pisidian,
xpt,,,,Individual,Extinct language,Punthamara,,Punthamara,Punthamara,
xpu,,,,Individual,Historical language,Punic,,Punic,Punic,
xpv,,,,Individual,Extinct language,Northern Tasmanian,,Northern Tasmanian,"Tasmanian, Northern",
xpv,,,,Individual,Extinct language,Northern Tasmanian,,Tommeginne,Tommeginne,
xpw,,,,Individual,Extinct language,Northwestern Tasmanian,,Northwestern Tasmanian,"Tasmanian, Northwestern",
xpw,,,,Individual,Extinct language,Northwestern Tasmanian,,Peerapper,Peerapper,
xpx,,,,Individual,Extinct language,Southwestern Tasmanian,,Southwestern Tasmanian,"Tasmanian, Southwestern",
xpx,,,,Individual,Extinct language,Southwestern Tasmanian,,Toogee,Toogee,
xpy,,,,Individual,Historical language,Puyo,,Puyo,Puyo,
xpz,,,,Individual,Extinct language,Bruny Island Tasmanian,,Bruny Island Tasmanian,"Tasmanian, Bruny Island",
xqa,,,,Individual,Historical language,Karakhanid,,Karakhanid,Karakhanid,
xqt,,,,Individual,Historical language,Qatabanian,,Qatabanian,Qatabanian,
xra,,,,Individual,Living language,Krahô,,Krahô,Krahô,
xrb,,,,Individual,Living language,Eastern Karaboro,,Eastern Karaboro,"Karaboro, Eastern",
xrd,,,,Individual,Extinct language,Gundungurra,,Gundungurra,Gundungurra,
xre,,,,Individual,Living language,Kreye,,Kreye,Kreye,
xrg,,,,Individual,Extinct language,Minang,,Minang,Minang,
xri,,,,Individual,Living language,Krikati-Timbira,,Krikati-Timbira,Krikati-Timbira,
xrm,,,,Individual,Historical language,Armazic,,Armazic,Armazic,
xrn,,,,Individual,Extinct language,Arin,,Arin,Arin,
xrr,,,,Individual,Historical language,Raetic,,Raetic,Raetic,
xrt,,,,Individual,Extinct language,Aranama-Tamique,,Aranama-Tamique,Aranama-Tamique,
xru,,,,Individual,Living language,Marriammu,,Marriammu,Marriammu,
xrw,,,,Individual,Living language,Karawa,,Karawa,Karawa,
xsa,,,,Individual,Historical language,Sabaean,,Sabaean,Sabaean,
xsb,,,,Individual,Living language,Sambal,,Sambal,Sambal,
xsc,,,,Individual,Historical language,Scythian,,Scythian,Scythian,
xsd,,,,Individual,Historical language,Sidetic,,Sidetic,Sidetic,
xse,,,,Individual,Living language,Sempan,,Sempan,Sempan,
xsh,,,,Individual,Living language,Shamang,,Shamang,Shamang,
xsi,,,,Individual,Living language,Sio,,Sio,Sio,
xsj,,,,Individual,Living language,Subi,,Subi,Subi,
xsl,,,,Individual,Living language,South Slavey,,South Slavey,"Slavey, South",den
xsm,,,,Individual,Living language,Kasem,,Kasem,Kasem,
xsn,,,,Individual,Living language,Sanga (Nigeria),,Sanga (Nigeria),Sanga (Nigeria),
xso,,,,Individual,Extinct language,Solano,,Solano,Solano,
xsp,,,,Individual,Living language,Silopi,,Silopi,Silopi,
xsq,,,,Individual,Living language,Makhuwa-Saka,,Makhuwa-Saka,Makhuwa-Saka,
xsr,,,,Individual,Living language,Sherpa,,Sherpa,Sherpa,
xsu,,,,Individual,Living language,Sanumá,,Sanumá,Sanumá,
xsv,,,,Individual,Extinct language,Sudovian,,Sudovian,Sudovian,
xsy,,,,Individual,Living language,Saisiyat,,Saisiyat,Saisiyat,
xta,,,,Individual,Living language,Alcozauca Mixtec,,Alcozauca Mixtec,"Mixtec, Alcozauca",
xtb,,,,Individual,Living language,Chazumba Mixtec,,Chazumba Mixtec,"Mixtec, Chazumba",
xtc,,,,Individual,Living language,Katcha-Kadugli-Miri,,Katcha-Kadugli-Miri,Katcha-Kadugli-Miri,
xtd,,,,Individual,Living language,Diuxi-Tilantongo Mixtec,,Diuxi-Tilantongo Mixtec,"Mixtec, Diuxi-Tilantongo",
xte,,,,Individual,Living language,Ketengban,,Ketengban,Ketengban,
xtg,,,,Individual,Historical language,Transalpine Gaulish,,Transalpine Gaulish,"Gaulish, Transalpine",
xth,,,,Individual,Extinct language,Yitha Yitha,,Yitha Yitha,Yitha Yitha,
xti,,,,Individual,Living language,Sinicahua Mixtec,,Sinicahua Mixtec,"Mixtec, Sinicahua",
xtj,,,,Individual,Living language,San Juan Teita Mixtec,,San Juan Teita Mixtec,"Mixtec, San Juan Teita",
xtl,,,,Individual,Living language,Tijaltepec Mixtec,,Tijaltepec Mixtec,"Mixtec, Tijaltepec",
xtm,,,,Individual,Living language,Magdalena Peñasco Mixtec,,Magdalena Peñasco Mixtec,"Mixtec, Magdalena Peñasco",
xtn,,,,Individual,Living language,Northern Tlaxiaco Mixtec,,Northern Tlaxiaco Mixtec,"Mixtec, Northern Tlaxiaco",
xto,,,,Individual,Historical language,Tokharian A,,Tokharian A,Tokharian A,
xtp,,,,Individual,Living language,San Miguel Piedras Mixtec,,San Miguel Piedras Mixtec,"Mixtec, San Miguel Piedras",
xtq,,,,Individual,Historical language,Tumshuqese,,Tumshuqese,Tumshuqese,
xtr,,,,Individual,Historical language,Early Tripuri,,Early Tripuri,"Tripuri, Early",
xts,,,,Individual,Living language,Sindihui Mixtec,,Sindihui Mixtec,"Mixtec, Sindihui",
xtt,,,,Individual,Living language,Tacahua Mixtec,,Tacahua Mixtec,"Mixtec, Tacahua",
xtu,,,,Individual,Living language,Cuyamecalco Mixtec,,Cuyamecalco Mixtec,"Mixtec, Cuyamecalco",
xtv,,,,Individual,Extinct language,Thawa,,Thawa,Thawa,
xtw,,,,Individual,Living language,Tawandê,,Tawandê,Tawandê,
xty,,,,Individual,Living language,Yoloxochitl Mixtec,,Yoloxochitl Mixtec,"Mixtec, Yoloxochitl",
xua,,,,Individual,Living language,Alu Kurumba,,Alu Kurumba,"Kurumba, Alu",
xub,,,,Individual,Living language,Betta Kurumba,,Betta Kurumba,"Kurumba, Betta",
xud,,,,Individual,Extinct language,Umiida,,Umiida,Umiida,
xug,,,,Individual,Living language,Kunigami,,Kunigami,Kunigami,
xuj,,,,Individual,Living language,Jennu Kurumba,,Jennu Kurumba,"Kurumba, Jennu",
xul,,,,Individual,Extinct language,Ngunawal,,Ngunawal,Ngunawal,
xul,,,,Individual,Extinct language,Ngunawal,,Nunukul,Nunukul,
xum,,,,Individual,Historical language,Umbrian,,Umbrian,Umbrian,
xun,,,,Individual,Extinct language,Unggaranggu,,Unggaranggu,Unggaranggu,
xuo,,,,Individual,Living language,Kuo,,Kuo,Kuo,
xup,,,,Individual,Extinct language,Upper Umpqua,,Upper Umpqua,"Umpqua, Upper",
xur,,,,Individual,Historical language,Urartian,,Urartian,Urartian,
xut,,,,Individual,Extinct language,Kuthant,,Kuthant,Kuthant,
xuu,,,,Individual,Living language,Kxoe,,Khwedam,Khwedam,
xuu,,,,Individual,Living language,Kxoe,,Kxoe,Kxoe,
xve,,,,Individual,Historical language,Venetic,,Venetic,Venetic,
xvi,,,,Individual,Living language,Kamviri,,Kamviri,Kamviri,
xvn,,,,Individual,Historical language,Vandalic,,Vandalic,Vandalic,
xvo,,,,Individual,Historical language,Volscian,,Volscian,Volscian,
